,Age,Gender,Education Level,Job Title,Years of Experience,Salary
1878,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
88,46.0,Male,Master's Degree ,Senior Project Manager,21.0,135000.0
2564,46.0,Female,Bachelor's Degree ,Back end Developer,19.0,150248.0
1397,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
6585,46.0,Female,Master's Degree ,Director of Marketing,17.0,170000.0
2572,46.0,Male,Bachelor's Degree ,Senior Project Engineer,24.0,166828.0
1209,46.0,Female,Master's Degree ,Senior Project Engineer,13.0,180000.0
2784,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
6332,46.0,Female,Master's Degree ,Marketing Manager,14.0,140000.0
2875,46.0,Female,Bachelor's Degree ,Back end Developer,18.0,155795.0
2633,46.0,Male,Bachelor's Degree ,Senior Software Engineer,22.0,174324.0
1683,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
262,46.0,Male,PhD,Senior Data Scientist,18.0,160000.0
1535,46.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2818,46.0,Male,Bachelor's Degree ,Senior Project Engineer,25.0,166958.0
6320,46.0,Male,Master's Degree ,Content Marketing Manager,16.0,160000.0
2545,46.0,Male,Master's Degree ,Senior Software Engineer,21.0,174305.0
2482,46.0,Female,Bachelor's Degree ,Senior Software Engineer,20.0,139398.0
243,46.0,Male,PhD,Senior Data Analyst,19.0,150000.0
2538,46.0,Female,PhD,Software Engineer Manager,23.0,168304.0
276,46.0,Male,PhD,Senior Data Analyst,17.0,160000.0
167,46.0,Male,PhD,Senior Researcher,18.0,150000.0
66,46.0,Male,Bachelor's Degree ,IT Manager,19.0,120000.0
2664,46.0,Male,PhD,Director of Data Science,20.0,220000.0
2191,46.0,Female,PhD,Senior Project Engineer,16.0,185000.0
179,46.0,Male,Master's Degree ,Director of Operations,20.0,170000.0
6291,46.0,Female,PhD,Senior Product Marketing Manager,16.0,160000.0
34,46.0,Male,PhD,Senior Manager,20.0,170000.0
2434,46.0,Male,Bachelor's Degree ,Senior Project Engineer,23.0,181699.0
136,46.0,Male,Master's Degree ,Senior Project Manager,19.0,140000.0
309,47.0,Male,Master's Degree ,Director of Marketing,19.0,170000.0
323,47.0,Male,PhD,Director of Engineering,20.0,180000.0
335,47.0,Male,Master's Degree ,Director of Operations,19.0,170000.0
1273,47.0,Male,PhD,Senior Software Engineer,15.0,180000.0
1267,47.0,Male,PhD,Software Engineer Manager,14.0,175000.0
6322,47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
96,47.0,Male,PhD,Research Scientist,22.0,160000.0
1281,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
3902,47.0,Male,PhD,Data Scientist,19.0,190000.0
249,47.0,Male,Master's Degree ,Director of Operations,20.0,170000.0
1695,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2933,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
53,47.0,Male,Master's Degree ,VP of Finance,19.0,200000.0
208,47.0,Male,Master's Degree ,Director of Finance,20.0,170000.0
2449,47.0,Male,Master's Degree ,Senior Project Engineer,25.0,178859.0
2568,47.0,Male,PhD,Software Engineer Manager,21.0,173582.0
191,47.0,Male,Master's Degree ,Director of Business Development,19.0,170000.0
63,47.0,Male,PhD,Senior Data Scientist,21.0,180000.0
273,47.0,Female,Master's Degree ,Director of Marketing,20.0,180000.0
143,47.0,Male,Bachelor's Degree ,Senior Sales Manager,20.0,135000.0
1900,47.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1233,47.0,Male,PhD,Senior Software Engineer,14.0,175000.0
1232,47.0,Male,PhD,Software Engineer Manager,15.0,180000.0
1208,47.0,Female,PhD,Full Stack Engineer,12.0,175000.0
133,47.0,Male,PhD,Senior Research Scientist,22.0,160000.0
21,47.0,Male,Master's Degree ,VP of Operations,19.0,190000.0
6304,48.0,Male,Master's Degree ,Director of Marketing,18.0,180000.0
1508,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2976,48.0,Female,Master's Degree ,Senior Software Engineer,23.0,185038.0
6533,48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
3191,48.0,Male,PhD,Director of Data Science,18.0,210000.0
78,48.0,Female,Master's Degree ,Human Resources Director,20.0,180000.0
41,48.0,Male,Master's Degree ,Operations Director,18.0,190000.0
11,48.0,Female,Bachelor's Degree ,HR Manager,18.0,140000.0
2951,48.0,Female,Master's Degree ,Senior Software Engineer,24.0,184480.0
117,48.0,Male,PhD,Principal Engineer,20.0,170000.0
6358,48.0,Female,PhD,Senior Product Marketing Manager,19.0,190000.0
6372,48.0,Female,PhD,Director of Marketing,19.0,190000.0
220,48.0,Male,Master's Degree ,Director of Marketing,19.0,170000.0
161,48.0,Male,Master's Degree ,Director of Product Management,21.0,175000.0
3087,48.0,Male,PhD,Software Engineer Manager,23.0,188288.0
3096,48.0,Female,Bachelor's Degree ,Senior Project Engineer,21.0,163209.0
3112,48.0,Male,PhD,Software Engineer Manager,24.0,192211.0
3126,48.0,Male,PhD,Senior Software Engineer,26.0,194638.0
3135,48.0,Female,Bachelor's Degree ,Senior Project Engineer,22.0,168691.0
329,48.0,Male,Master's Degree ,Director of Marketing,21.0,180000.0
2525,48.0,Male,PhD,Full Stack Engineer,23.0,181021.0
2527,48.0,Male,Bachelor's Degree ,Front end Developer,23.0,173851.0
2586,48.0,Female,Master's Degree ,Senior Software Engineer,24.0,184006.0
4513,48.0,Male,PhD,Data Scientist,22.0,219000.0
1779,48.0,Male,PhD,Software Engineer Manager,16.0,185000.0
6272,48.0,Male,PhD,Sales Director,18.0,180000.0
2200,48.0,Male,PhD,Software Engineer Manager,19.0,200000.0
2140,48.0,Male,PhD,Software Engineer Manager,18.0,200000.0
300,48.0,Female,Master's Degree ,Director of HR,20.0,180000.0
1945,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
2629,49.0,Male,Bachelor's Degree ,Back end Developer,24.0,178284.0
2205,49.0,Female,PhD,Senior Project Engineer,19.0,210000.0
2384,49.0,Female,Bachelor's Degree ,Back end Developer,19.0,120177.0
1849,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
2509,49.0,Female,High School,Senior Project Engineer,25.0,154207.0
2616,49.0,Male,Master's Degree ,Front end Developer,24.0,174726.0
3035,49.0,Male,Master's Degree ,Software Engineer Manager,23.0,182392.0
2551,49.0,Male,Master's Degree ,Software Engineer Manager,22.0,182237.0
1230,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
200,49.0,Female,Master's Degree ,Director of Human Capital,21.0,180000.0
2638,49.0,Male,Master's Degree ,Full Stack Engineer,22.0,179045.0
1231,49.0,Male,PhD,Senior Project Engineer,15.0,185000.0
2439,49.0,Male,Bachelor's Degree ,Full Stack Engineer,22.0,181132.0
4087,49.0,Male,PhD,Data Scientist,22.0,220000.0
102,49.0,Female,Master's Degree ,Senior HR Manager,19.0,150000.0
2852,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
6643,49.0,Female,PhD,Director of Marketing,20.0,200000.0
39,49.0,Male,Bachelor's Degree ,Sales Executive,21.0,160000.0
6657,49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
306,49.0,Female,Master's Degree ,Director of Marketing,21.0,180000.0
291,49.0,Male,PhD,Director of Operations,21.0,180000.0
279,49.0,Female,Master's Degree ,Director of Operations,21.0,180000.0
69,49.0,Female,Master's Degree ,Senior Financial Analyst,18.0,150000.0
4397,49.0,Male,Master's Degree ,Marketing Manager,23.0,228000.0
2160,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
112,50.0,Female,Bachelor's Degree ,Supply Chain Analyst,22.0,130000.0
1719,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1356,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2151,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
6489,50.0,Female,Master's Degree ,Senior Product Marketing Manager,18.0,180000.0
6559,50.0,Female,Master's Degree ,Content Marketing Manager,19.0,190000.0
1279,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
2194,50.0,Male,PhD,Software Engineer Manager,20.0,210000.0
76,50.0,Female,Bachelor's Degree ,Operations Manager,22.0,160000.0
1204,50.0,Male,PhD,Senior Project Engineer,16.0,195000.0
3131,50.0,Female,Master's Degree ,Senior Software Engineer,23.0,183690.0
1244,50.0,Female,PhD,Software Engineer Manager,16.0,185000.0
30,50.0,Male,Bachelor's Degree ,CEO,25.0,250000.0
130,50.0,Female,Master's Degree ,Director of Operations,21.0,160000.0
3117,50.0,Female,Master's Degree ,Senior Software Engineer,21.0,177002.0
3092,50.0,Female,Master's Degree ,Senior Project Engineer,22.0,182768.0
3061,50.0,Female,Bachelor's Degree ,Senior Project Engineer,25.0,177862.0
4242,50.0,Male,PhD,Data Scientist,23.0,225000.0
2471,50.0,Male,Master's Degree ,Software Engineer Manager,21.0,166512.0
2577,50.0,Female,Bachelor's Degree ,Senior Project Engineer,25.0,177177.0
2477,50.0,Male,Bachelor's Degree ,Back end Developer,23.0,175966.0
2807,50.0,Female,Master's Degree ,Full Stack Engineer,24.0,192756.0
188,50.0,Female,PhD,Director of Sales and Marketing,22.0,180000.0
6356,50.0,Female,Master's Degree ,Content Marketing Manager,15.0,150000.0
6475,50.0,Female,Master's Degree ,Content Marketing Manager,18.0,180000.0
2561,50.0,Female,Master's Degree ,Full Stack Engineer,25.0,192344.0
217,50.0,Female,PhD,Director of Operations,22.0,180000.0
170,50.0,Female,Master's Degree ,Director of Finance,20.0,180000.0
6338,50.0,Female,Bachelor's Degree ,Sales Manager,18.0,180000.0
6302,50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
6468,50.0,Male,PhD,Marketing Manager,18.0,180000.0
6317,50.0,Female,Bachelor's Degree ,Sales Manager,15.0,150000.0
6697,51.0,Female,Master's Degree ,Senior Product Marketing Manager,19.0,190000.0
4336,51.0,Male,PhD,Data Scientist,24.0,240000.0
6683,51.0,Female,Master's Degree ,Content Marketing Manager,19.0,190000.0
229,51.0,Female,Master's Degree ,Director of Human Resources,21.0,190000.0
1773,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2612,51.0,Male,Master's Degree ,Senior Software Engineer,28.0,186610.0
2621,51.0,Male,PhD,Software Engineer Manager,26.0,191159.0
1553,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2646,51.0,Female,Master's Degree ,Senior Project Engineer,25.0,177913.0
19,51.0,Male,Bachelor's Degree ,Sales Director,22.0,180000.0
60,51.0,Female,Master's Degree ,Director of Operations,23.0,170000.0
50,51.0,Female,Bachelor's Degree ,Customer Service Manager,22.0,130000.0
6592,51.0,Male,PhD,Marketing Manager,19.0,190000.0
158,51.0,Female,PhD,Director of Human Resources,23.0,185000.0
83,52.0,Male,PhD,Chief Technology Officer,24.0,250000.0
2636,52.0,Male,Master's Degree ,Senior Project Engineer,28.0,187120.0
3007,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
1313,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0
2557,52.0,Female,PhD,Software Engineer Manager,29.0,194214.0
1408,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0
2392,52.0,Female,Master's Degree ,Senior Software Engineer,28.0,186963.0
2416,52.0,Male,Bachelor's Degree ,Back end Developer,25.0,168287.0
2838,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
3047,52.0,Male,Master's Degree ,Senior Software Engineer,27.0,186794.0
2803,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
2462,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
93,52.0,Female,Master's Degree ,Senior Marketing Manager,25.0,170000.0
4,52.0,Male,Master's Degree ,Director,20.0,200000.0
2563,52.0,Male,Master's Degree ,Senior Software Engineer,26.0,184816.0
2592,52.0,Male,PhD,Software Engineer Manager,26.0,185462.0
2627,52.0,Female,PhD,Software Engineer Manager,27.0,180958.0
121,53.0,Male,Master's Degree ,Director of Marketing,25.0,180000.0
1214,53.0,Male,PhD,Software Engineer Manager,19.0,195000.0
2408,53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
2458,53.0,Other,High School,Senior Project Engineer,31.0,166109.0
1280,53.0,Male,PhD,Software Engineer Manager,18.0,195000.0
2820,54.0,Male,Master's Degree ,Senior Software Engineer,32.0,195270.0
1642,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1415,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2919,54.0,Other,High School,Senior Software Engineer,29.0,158966.0
3067,54.0,Male,Bachelor's Degree ,Full Stack Engineer,25.0,179756.0
2965,54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
2437,54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
2908,54.0,Male,Bachelor's Degree ,Senior Project Engineer,28.0,192292.0
3120,54.0,Male,PhD,Software Engineer Manager,28.0,182013.0
3104,54.0,Male,PhD,Software Engineer Manager,30.0,184660.0
2879,54.0,Male,Master's Degree ,Full Stack Engineer,28.0,191239.0
2871,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
1460,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1261,54.0,Female,PhD,Software Engineer Manager,14.0,190000.0
2543,54.0,Male,Bachelor's Degree ,Senior Project Engineer,29.0,191915.0
2583,54.0,Male,Bachelor's Degree ,Full Stack Engineer,25.0,179987.0
2554,54.0,Other,High School,Senior Software Engineer,29.0,158254.0
2652,54.0,Male,Bachelor's Degree ,Full Stack Engineer,27.0,183417.0
2643,54.0,Male,Bachelor's Degree ,Senior Software Engineer,30.0,186321.0
2600,54.0,Female,PhD,Software Engineer Manager,31.0,191818.0
2574,54.0,Male,Master's Degree ,Senior Software Engineer,31.0,193746.0
2906,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
2607,55.0,Female,Bachelor's Degree ,Senior Project Engineer,30.0,183020.0
2541,55.0,Female,PhD,Software Engineer Manager,30.0,183138.0
1769,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1320,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0
2503,55.0,Male,Bachelor's Degree ,Senior Project Engineer,28.0,193964.0
1594,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2632,56.0,Female,PhD,Software Engineer Manager,31.0,197354.0
1531,56.0,Female,PhD,Software Engineer Manager,18.0,210000.0
1350,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0
2481,57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
1416,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0
1266,57.0,Male,PhD,Software Engineer Manager,16.0,195000.0
2435,57.0,Female,Master's Degree ,Full Stack Engineer,33.0,188232.0
1223,57.0,Male,PhD,Software Engineer Manager,18.0,195000.0
2387,57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
1269,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
1405,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2478,58.0,Male,Master's Degree ,Senior Software Engineer,27.0,190004.0
1308,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0
2476,60.0,Female,PhD,Software Engineer Manager,33.0,179180.0
2501,60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
1260,60.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1211,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1225,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
1236,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0
